,Variable,Year,Month,Modelled,Observed,Yr-Mon,Mod_SE,Obs_SE,Difference_abs
1166,WetDep_SO4_mgm2,2018,7,27.055342895156144,16.028784589285713,2018-07-01,9.638982331229911,9.501662469950427,11.02655830587043
1167,WetDep_SO4_mgm2,2018,8,36.18028432353652,20.41154773262032,2018-08-01,9.638982331229911,9.501662469950427,15.768736590916198
1168,WetDep_SO4_mgm2,2018,9,27.49540429783994,14.904070201149425,2018-09-01,9.638982331229911,9.501662469950427,12.591334096690515
1169,WetDep_SO4_mgm2,2018,10,21.656470391941625,13.577968148148148,2018-10-01,9.638982331229911,9.501662469950427,8.078502243793476
1170,WetDep_SO4_mgm2,2018,11,17.4953808869902,14.746528614999999,2018-11-01,9.638982331229911,9.501662469950427,2.748852271990202
1171,WetDep_SO4_mgm2,2018,12,12.758732885630327,10.65019388442211,2018-12-01,9.638982331229911,9.501662469950427,2.108539001208216
1172,WetDep_SO4_mgm2,2019,1,20.69763949882273,16.61182048765432,2019-01-01,9.638982331229911,9.501662469950427,4.085819011168411
1173,WetDep_SO4_mgm2,2019,2,22.468241465499354,19.56544127804878,2019-02-01,9.638982331229911,9.501662469950427,2.9028001874505733
1174,WetDep_SO4_mgm2,2019,3,17.764983062149938,14.041395557692308,2019-03-01,9.638982331229911,9.501662469950427,3.7235875044576296
1175,WetDep_SO4_mgm2,2019,4,29.120342336262325,22.540349669902913,2019-04-01,9.638982331229911,9.501662469950427,6.579992666359413
1176,WetDep_SO4_mgm2,2019,5,34.90342770391561,26.427895564220183,2019-05-01,9.638982331229911,9.501662469950427,8.475532139695428
1177,WetDep_SO4_mgm2,2019,6,30.26495488427332,21.146137752631578,2019-06-01,9.638982331229911,9.501662469950427,9.118817131641741
1178,WetDep_SO4_mgm2,2019,7,21.65640506249549,15.134446097938143,2019-07-01,9.638982331229911,9.501662469950427,6.5219589645573475
1179,WetDep_SO4_mgm2,2019,8,28.08160044394442,17.373510244565217,2019-08-01,9.638982331229911,9.501662469950427,10.708090199379203
1180,WetDep_SO4_mgm2,2019,9,17.128912197980622,9.287250611764705,2019-09-01,9.638982331229911,9.501662469950427,7.841661586215917
1181,WetDep_SO4_mgm2,2019,10,24.83405004256312,14.767228272727271,2019-10-01,9.638982331229911,9.501662469950427,10.06682176983585
1182,WetDep_SO4_mgm2,2019,11,12.382651600116509,9.466979815,2019-11-01,9.638982331229911,9.501662469950427,2.9156717851165084
1183,WetDep_SO4_mgm2,2019,12,13.800740501968892,12.461537736111111,2019-12-01,9.638982331229911,9.501662469950427,1.339202765857781
1184,WetDep_SO4_mgm2,2020,1,15.900425936248372,13.162547657407409,2020-01-01,9.638982331229911,9.501662469950427,2.737878278840963
1185,WetDep_SO4_mgm2,2020,2,19.384813684039926,15.1861705971564,2020-02-01,9.638982331229911,9.501662469950427,4.198643086883527
1186,WetDep_SO4_mgm2,2020,3,17.57080984794184,13.611026283105025,2020-03-01,9.638982331229911,9.501662469950427,3.959783564836817
1187,WetDep_SO4_mgm2,2020,4,24.840106995676443,17.95176002051282,2020-04-01,9.638982331229911,9.501662469950427,6.888346975163625
1188,WetDep_SO4_mgm2,2020,5,25.070656174448644,15.748386938547485,2020-05-01,9.638982331229911,9.501662469950427,9.322269235901159
1189,WetDep_SO4_mgm2,2020,6,18.94238332055093,12.804437352601155,2020-06-01,9.638982331229911,9.501662469950427,6.137945967949776
1190,WetDep_SO4_mgm2,2020,7,20.862793287067536,13.75382652840909,2020-07-01,9.638982331229911,9.501662469950427,7.108966758658445
1191,WetDep_SO4_mgm2,2020,8,22.190920201194203,15.158551898550725,2020-08-01,9.638982331229911,9.501662469950427,7.032368302643478
1192,WetDep_SO4_mgm2,2020,9,20.559495635593446,10.934432604166666,2020-09-01,9.638982331229911,9.501662469950427,9.62506303142678
1193,WetDep_SO4_mgm2,2020,10,20.533923899173487,11.31743044047619,2020-10-01,9.638982331229911,9.501662469950427,9.216493458697297
1194,WetDep_SO4_mgm2,2020,11,12.788333615400632,9.825523790055248,2020-11-01,9.638982331229911,9.501662469950427,2.962809825345383
1195,WetDep_SO4_mgm2,2020,12,11.415603375750504,9.667918440758294,2020-12-01,9.638982331229911,9.501662469950427,1.7476849349922094
1196,WetDep_SO4_mgm2,2021,1,11.630245896076884,9.216932908163265,2021-01-01,9.638982331229911,9.501662469950427,2.413312987913619
1197,WetDep_SO4_mgm2,2021,2,17.430626821671563,14.653888877450981,2021-02-01,9.638982331229911,9.501662469950427,2.7767379442205815
1198,WetDep_SO4_mgm2,2021,3,20.57782160461004,18.46156677948718,2021-03-01,9.638982331229911,9.501662469950427,2.116254825122862
1199,WetDep_SO4_mgm2,2021,4,17.208169271590013,14.496623150259069,2021-04-01,9.638982331229911,9.501662469950427,2.7115461213309437
1200,WetDep_SO4_mgm2,2021,5,19.7060355313372,16.13037716243655,2021-05-01,9.638982331229911,9.501662469950427,3.575658368900651
1201,WetDep_SO4_mgm2,2021,6,24.177864913642114,17.22600605050505,2021-06-01,9.638982331229911,9.501662469950427,6.9518588631370655
1202,WetDep_SO4_mgm2,2021,7,22.30976704737079,15.088715956284153,2021-07-01,9.638982331229911,9.501662469950427,7.221051091086638
1203,WetDep_SO4_mgm2,2021,8,20.790299092080087,13.899284710382513,2021-08-01,9.638982331229911,9.501662469950427,6.891014381697573
1204,WetDep_SO4_mgm2,2021,9,22.171526917564943,13.310792661458335,2021-09-01,9.638982331229911,9.501662469950427,8.860734256106609
1205,WetDep_SO4_mgm2,2021,10,17.982175125005128,10.651710319587629,2021-10-01,9.638982331229911,9.501662469950427,7.330464805417499
1206,WetDep_SO4_mgm2,2021,11,13.000728022093698,8.62673135078534,2021-11-01,9.638982331229911,9.501662469950427,4.373996671308358
1207,WetDep_SO4_mgm2,2021,12,16.6786641131401,12.51759354,2021-12-01,9.638982331229911,9.501662469950427,4.161070573140101
1208,WetDep_SO4_mgm2,2022,1,10.540409398932578,8.621845028985508,2022-01-01,9.638982331229911,9.501662469950427,1.9185643699470702
1209,WetDep_SO4_mgm2,2022,2,11.549416155248052,9.259135916666667,2022-02-01,9.638982331229911,9.501662469950427,2.290280238581385
1210,WetDep_SO4_mgm2,2022,3,19.6216492491304,15.720340119815669,2022-03-01,9.638982331229911,9.501662469950427,3.901309129314731
1211,WetDep_SO4_mgm2,2022,4,23.47633777873709,19.68111424867725,2022-04-01,9.638982331229911,9.501662469950427,3.7952235300598396
1212,WetDep_SO4_mgm2,2022,5,20.657484557817,14.869827793296091,2022-05-01,9.638982331229911,9.501662469950427,5.787656764520909
1213,WetDep_SO4_mgm2,2022,6,19.61544593657044,12.079789404255319,2022-06-01,9.638982331229911,9.501662469950427,7.5356565323151194
1214,WetDep_SO4_mgm2,2022,7,19.527982730304352,12.749630921052631,2022-07-01,9.638982331229911,9.501662469950427,6.7783518092517205
1215,WetDep_SO4_mgm2,2022,8,20.109156916844697,11.170592404371584,2022-08-01,9.638982331229911,9.501662469950427,8.938564512473112
1216,WetDep_SO4_mgm2,2022,9,15.749520466073493,8.575988269662922,2022-09-01,9.638982331229911,9.501662469950427,7.173532196410571
1217,WetDep_SO4_mgm2,2022,10,10.985051938965457,6.414293852348993,2022-10-01,9.638982331229911,9.501662469950427,4.570758086616464
1218,WetDep_SO4_mgm2,2022,11,12.886018246371655,8.389911969072164,2022-11-01,9.638982331229911,9.501662469950427,4.496106277299491
1219,WetDep_SO4_mgm2,2022,12,11.863036148287236,10.223331777142857,2022-12-01,9.638982331229911,9.501662469950427,1.6397043711443793
