,Variable,Year,Month,Modelled,Observed,Yr-Mon,Mod_SE,Obs_SE,Difference_abs,Perc_Difference_abs
631,WetDep_NH4_mgm2,2016,2,1.85088636845267,2.2068587,2016-02-01,1.1815110793902779,1.4214069753652272,0.3559723315473302,0.6585610384839151
632,WetDep_NH4_mgm2,2016,3,3.6106607952390926,4.468463756944445,2016-03-01,1.1815110793902779,1.4214069753652272,0.8578029617053522,2.3730857334009867
633,WetDep_NH4_mgm2,2016,4,5.803576127819706,6.646353653333333,2016-04-01,1.1815110793902779,1.4214069753652272,0.8427775255136263,4.658359194854231
634,WetDep_NH4_mgm2,2016,5,5.51757991909847,6.6384834152046786,2016-05-01,1.1815110793902779,1.4214069753652272,1.1209034961062088,4.314428625860953
635,WetDep_NH4_mgm2,2016,6,3.0924524715954416,3.3490221384615384,2016-06-01,1.1815110793902779,1.4214069753652272,0.25656966686609683,2.0094860657338414
636,WetDep_NH4_mgm2,2016,7,1.9823225821504453,2.0674928189655173,2016-07-01,1.1815110793902779,1.4214069753652272,0.08517023681507196,0.9393577097416983
637,WetDep_NH4_mgm2,2016,8,1.9260487213431783,2.0949553504273504,2016-08-01,1.1815110793902779,1.4214069753652272,0.1689066290841721,0.8383527938142106
638,WetDep_NH4_mgm2,2016,9,3.1803030259475387,3.205583316666667,2016-09-01,1.1815110793902779,1.4214069753652272,0.025280290719128296,2.172354006463272
639,WetDep_NH4_mgm2,2016,10,2.5859009674887954,2.65764447706422,2016-10-01,1.1815110793902779,1.4214069753652272,0.07174350957542464,1.5581568618647135
640,WetDep_NH4_mgm2,2016,11,2.3578144767942137,2.7380910495867767,2016-11-01,1.1815110793902779,1.4214069753652272,0.380276572792563,1.1965309761052183
641,WetDep_NH4_mgm2,2016,12,2.8116308797661147,3.2264101842105264,2016-12-01,1.1815110793902779,1.4214069753652272,0.4147793044444117,1.6641082062070183
642,WetDep_NH4_mgm2,2017,1,2.8606742026051095,3.5417947602739726,2017-01-01,1.1815110793902779,1.4214069753652272,0.681120557668863,1.6225762895157434
643,WetDep_NH4_mgm2,2017,2,1.8395678543575338,1.9625132577319588,2017-02-01,1.1815110793902779,1.4214069753652272,0.12294540337442506,0.7727340036337378
644,WetDep_NH4_mgm2,2017,3,4.525603634374091,4.959033783439491,2017-03-01,1.1815110793902779,1.4214069753652272,0.43343014906539956,3.429830742162919
645,WetDep_NH4_mgm2,2017,4,5.293838524440702,6.337054433333334,2017-04-01,1.1815110793902779,1.4214069753652272,1.0432159088926323,4.096776240792213
646,WetDep_NH4_mgm2,2017,5,4.751075700461157,5.695057633986928,2017-05-01,1.1815110793902779,1.4214069753652272,0.9439819335257713,3.5523876573651174
647,WetDep_NH4_mgm2,2017,6,2.313294315183057,2.6021720918367346,2017-06-01,1.1815110793902779,1.4214069753652272,0.28887777665367764,1.1884170893334711
648,WetDep_NH4_mgm2,2017,7,2.93030882258038,3.4599561470588234,2017-07-01,1.1815110793902779,1.4214069753652272,0.5296473244784434,1.7495608685090938
649,WetDep_NH4_mgm2,2017,8,2.856019243640734,2.963599462686567,2017-08-01,1.1815110793902779,1.4214069753652272,0.10758021904583304,1.8183513535222158
650,WetDep_NH4_mgm2,2017,9,2.846323139151271,2.7563967419354842,2017-09-01,1.1815110793902779,1.4214069753652272,0.08992639721578666,1.8779170210892864
651,WetDep_NH4_mgm2,2017,10,3.254567374689507,3.702757366666667,2017-10-01,1.1815110793902779,1.4214069753652272,0.4481899919771597,2.1168562934985955
652,WetDep_NH4_mgm2,2017,11,3.485292851280967,4.074842876923077,2017-11-01,1.1815110793902779,1.4214069753652272,0.5895500256421098,2.3161391959646194
653,WetDep_NH4_mgm2,2017,12,2.4094159339871806,2.774412065934066,2017-12-01,1.1815110793902779,1.4214069753652272,0.3649961319468855,1.257928543703811
654,WetDep_NH4_mgm2,2018,1,1.5499276656553294,1.8477247941176471,2018-01-01,1.1815110793902779,1.4214069753652272,0.29779712846231776,0.35779151952337074
655,WetDep_NH4_mgm2,2018,2,3.7291518368948045,4.2739700756302526,2018-02-01,1.1815110793902779,1.4214069753652272,0.5448182387354481,2.583054744964885
656,WetDep_NH4_mgm2,2018,3,3.6311263909019287,4.293919684931507,2018-03-01,1.1815110793902779,1.4214069753652272,0.6627932940295782,2.4485953460751064
657,WetDep_NH4_mgm2,2018,4,6.671259245049195,7.163449869565217,2018-04-01,1.1815110793902779,1.4214069753652272,0.4921906245160219,5.597481475899948
658,WetDep_NH4_mgm2,2018,5,4.214334878370068,4.876407076923076,2018-05-01,1.1815110793902779,1.4214069753652272,0.662072198553008,3.057234833484914
659,WetDep_NH4_mgm2,2018,6,2.8450516810979876,3.0885193392857144,2018-06-01,1.1815110793902779,1.4214069753652272,0.24346765818772687,1.759475851384495
660,WetDep_NH4_mgm2,2018,7,2.0876015922475157,2.443235135416667,2018-07-01,1.1815110793902779,1.4214069753652272,0.3556335431691511,0.9172465089357258
661,WetDep_NH4_mgm2,2018,8,2.7702675532050467,3.097810061946903,2018-08-01,1.1815110793902779,1.4214069753652272,0.3275425087418564,1.6520325804267286
662,WetDep_NH4_mgm2,2018,9,3.8410877530416645,4.2698818833333325,2018-09-01,1.1815110793902779,1.4214069753652272,0.428794130291668,2.7294542372616313
663,WetDep_NH4_mgm2,2018,10,3.9399115167621868,4.466935421686747,2018-10-01,1.1815110793902779,1.4214069753652272,0.5270239049245604,2.806146100284593
664,WetDep_NH4_mgm2,2018,11,2.6568836975726757,3.3705231438848924,2018-11-01,1.1815110793902779,1.4214069753652272,0.7136394463122167,1.3882835149737172
665,WetDep_NH4_mgm2,2018,12,1.9317276687530962,2.258345035714286,2018-12-01,1.1815110793902779,1.4214069753652272,0.3266173669611898,0.7626472273200566
666,WetDep_NH4_mgm2,2019,1,3.057977962893488,3.5080611217391304,2019-01-01,1.1815110793902779,1.4214069753652272,0.4500831588456422,1.910794705097945
667,WetDep_NH4_mgm2,2019,2,2.6893038937215903,3.139935352941176,2019-02-01,1.1815110793902779,1.4214069753652272,0.4506314592195859,1.5217395436042147
668,WetDep_NH4_mgm2,2019,3,3.793988066989667,4.161154671140939,2019-03-01,1.1815110793902779,1.4214069753652272,0.3671666041512722,2.6972121684711983
669,WetDep_NH4_mgm2,2019,4,5.6736130736564165,6.890542787096774,2019-04-01,1.1815110793902779,1.4214069753652272,1.2169297134403578,4.459123700193363
670,WetDep_NH4_mgm2,2019,5,5.521756885064949,6.62758758,2019-05-01,1.1815110793902779,1.4214069753652272,1.105830694935051,4.321488977956243
671,WetDep_NH4_mgm2,2019,6,3.6819100335848463,4.308245394957983,2019-06-01,1.1815110793902779,1.4214069753652272,0.6263353613731368,2.5117985002611185
672,WetDep_NH4_mgm2,2019,7,1.9889827586396867,2.178811775862069,2019-07-01,1.1815110793902779,1.4214069753652272,0.1898290172223822,0.8935425058784154
673,WetDep_NH4_mgm2,2019,8,2.5421334619466456,2.7902279375000005,2019-08-01,1.1815110793902779,1.4214069753652272,0.24809447555335495,1.444540444401699
674,WetDep_NH4_mgm2,2019,9,3.8537468041861676,2.96071981372549,2019-09-01,1.1815110793902779,1.4214069753652272,0.8930269904606774,3.085476348402881
675,WetDep_NH4_mgm2,2019,10,4.606651077458009,4.74365097972973,2019-10-01,1.1815110793902779,1.4214069753652272,0.13699990227172076,3.5769114900726935
676,WetDep_NH4_mgm2,2019,11,2.8829551991265308,3.5644337155963304,2019-11-01,1.1815110793902779,1.4214069753652272,0.6814785164697996,1.646573268295184
677,WetDep_NH4_mgm2,2019,12,2.274317685544152,2.6624470451612905,2019-12-01,1.1815110793902779,1.4214069753652272,0.38812935961713846,1.1036601902944174
678,WetDep_NH4_mgm2,2020,1,2.2259746359506587,2.4194207956204377,2020-01-01,1.1815110793902779,1.4214069753652272,0.19344615966977896,1.139070609037898
679,WetDep_NH4_mgm2,2020,2,2.574742430828171,2.954160528,2020-02-01,1.1815110793902779,1.4214069753652272,0.37941809717182906,1.4273808568590853
680,WetDep_NH4_mgm2,2020,3,4.8737311601420625,5.721106813333333,2020-03-01,1.1815110793902779,1.4214069753652272,0.8473756531912704,3.699865260413902
681,WetDep_NH4_mgm2,2020,4,5.929014966450265,7.094827493055556,2020-04-01,1.1815110793902779,1.4214069753652272,1.1658125266052908,4.732386600152976
682,WetDep_NH4_mgm2,2020,5,5.110004227448366,6.031943324561404,2020-05-01,1.1815110793902779,1.4214069753652272,0.9219390971130377,3.9295857667040783
683,WetDep_NH4_mgm2,2020,6,2.799794379161168,3.1471714380952385,2020-06-01,1.1815110793902779,1.4214069753652272,0.34737705893407034,1.6757220324489976
684,WetDep_NH4_mgm2,2020,7,2.1849321860111655,2.3455985794392524,2020-07-01,1.1815110793902779,1.4214069753652272,0.16066639342808697,1.1113983736316604
685,WetDep_NH4_mgm2,2020,8,2.147880912085979,2.40499991954023,2020-08-01,1.1815110793902779,1.4214069753652272,0.25711900745425087,1.0281726889682727
686,WetDep_NH4_mgm2,2020,9,3.888615085464431,3.957573797297297,2020-09-01,1.1815110793902779,1.4214069753652272,0.06895871183286628,2.8708815967242796
687,WetDep_NH4_mgm2,2020,10,4.321823655553648,4.743117916666667,2020-10-01,1.1815110793902779,1.4214069753652272,0.4212942611130188,3.2243429865838147
688,WetDep_NH4_mgm2,2020,11,2.2128860007285995,2.717794087912088,2020-11-01,1.1815110793902779,1.4214069753652272,0.5049080871834883,0.9847187625530922
689,WetDep_NH4_mgm2,2020,12,2.092729483977453,2.551074547445255,2020-12-01,1.1815110793902779,1.4214069753652272,0.4583450634678021,0.8737116572697847
690,WetDep_NH4_mgm2,2021,1,2.0460339879065272,2.283487642857143,2021-01-01,1.1815110793902779,1.4214069753652272,0.23745365495061588,0.9299784109443991
691,WetDep_NH4_mgm2,2021,2,3.302888404379591,3.834445956140351,2021-02-01,1.1815110793902779,1.4214069753652272,0.53155755176076,2.1419512225311452
692,WetDep_NH4_mgm2,2021,3,4.107365540615679,4.746059195488722,2021-03-01,1.1815110793902779,1.4214069753652272,0.6386936548730429,2.9518659512664183
693,WetDep_NH4_mgm2,2021,4,4.422792339871583,4.969361515384615,2021-04-01,1.1815110793902779,1.4214069753652272,0.5465691755130324,3.2992122272387334
694,WetDep_NH4_mgm2,2021,5,4.09405964746316,4.983454073770492,2021-05-01,1.1815110793902779,1.4214069753652272,0.8893944263073319,2.8768194255581285
695,WetDep_NH4_mgm2,2021,6,3.1590362984199936,3.6972916000000002,2021-06-01,1.1815110793902779,1.4214069753652272,0.5382553015800067,1.9886503798253836
696,WetDep_NH4_mgm2,2021,7,2.326028374734194,2.614360722772277,2021-07-01,1.1815110793902779,1.4214069753652272,0.2883323480380833,1.202069290154655
697,WetDep_NH4_mgm2,2021,8,2.467655395631567,2.7895133800000003,2021-08-01,1.1815110793902779,1.4214069753652272,0.32185798436843305,1.3372247103186137
698,WetDep_NH4_mgm2,2021,9,2.801097336479221,2.849991962406015,2021-09-01,1.1815110793902779,1.4214069753652272,0.048894625926794166,1.783641810999963
699,WetDep_NH4_mgm2,2021,10,2.891522033987111,3.169076328125,2021-10-01,1.1815110793902779,1.4214069753652272,0.277554294137889,1.795533038961135
700,WetDep_NH4_mgm2,2021,11,2.2623176833075025,2.471990191304348,2021-11-01,1.1815110793902779,1.4214069753652272,0.20967250799684534,1.16963728322757
701,WetDep_NH4_mgm2,2021,12,2.308876835813456,2.5722870542635663,2021-12-01,1.1815110793902779,1.4214069753652272,0.26341021845011037,1.1947909675833706
702,WetDep_NH4_mgm2,2022,1,1.8647793649413793,2.116382977443609,2022-01-01,1.1815110793902779,1.4214069753652272,0.2516036125022296,0.7298552998039796
703,WetDep_NH4_mgm2,2022,2,1.4612840187883074,1.8172057249999998,2022-02-01,1.1815110793902779,1.4214069753652272,0.3559217062116924,0.21771623755244485
704,WetDep_NH4_mgm2,2022,3,3.1266750380851045,3.682950909722222,2022-03-01,1.1815110793902779,1.4214069753652272,0.5562758716371174,1.9487621226521652
705,WetDep_NH4_mgm2,2022,4,6.915861383926839,9.0132774453125,2022-04-01,1.1815110793902779,1.4214069753652272,2.097416061385661,5.612585198221286
706,WetDep_NH4_mgm2,2022,5,4.218423675986176,5.065718915254237,2022-05-01,1.1815110793902779,1.4214069753652272,0.8472952392680613,3.017567786595222
707,WetDep_NH4_mgm2,2022,6,3.55030298814662,3.7114734603174604,2022-06-01,1.1815110793902779,1.4214069753652272,0.16117047217084046,2.504906729655742
708,WetDep_NH4_mgm2,2022,7,2.3936767401523817,2.4721555125,2022-07-01,1.1815110793902779,1.4214069753652272,0.07847877234761835,1.3608908710201018
709,WetDep_NH4_mgm2,2022,8,3.064364687301175,3.0085771694915255,2022-08-01,1.1815110793902779,1.4214069753652272,0.05578751780964941,2.082569934881802
710,WetDep_NH4_mgm2,2022,9,1.9366107495240363,1.901132145631068,2022-09-01,1.1815110793902779,1.4214069753652272,0.03547860389296842,0.9549306952858204
711,WetDep_NH4_mgm2,2022,10,1.6558100812720582,1.6966903033707865,2022-10-01,1.1815110793902779,1.4214069753652272,0.040880222098728325,0.6311211253579099
712,WetDep_NH4_mgm2,2022,11,2.0685851985446275,2.1383457878787877,2022-11-01,1.1815110793902779,1.4214069753652272,0.06976058933416018,1.034861381230629
713,WetDep_NH4_mgm2,2022,12,2.3996815898223045,2.542003643410853,2022-12-01,1.1815110793902779,1.4214069753652272,0.14232205358854833,1.3403728656181542
