,siteId,time,PREC_tot_mm
918456,MN16,2017-05-08,0.054894177203834715
918457,MN16,2017-05-09,0.05318402838128122
918458,MN16,2017-05-10,0.014011487969867176
918459,MN16,2017-05-11,0.00032503656016702465
918460,MN16,2017-05-12,3.592090140960846e-05
918461,MN16,2017-05-13,3.038268260637249e-08
918462,MN16,2017-05-14,0.00011669990286622411
918463,MN16,2017-05-15,0.3133590091408678
918464,MN16,2017-05-16,2.4425962692475878
918465,MN16,2017-05-17,0.8543329244048437
918466,MN16,2017-05-18,8.209618022192444
918467,MN16,2017-05-19,0.7464959082881251
918468,MN16,2017-05-20,20.024786999783828
918469,MN16,2017-05-21,7.257852303155232
918470,MN16,2017-05-22,1.1158112386056018
918471,MN16,2017-05-23,1.1909598299553181
918472,MN16,2017-05-24,0.009475504381128985
918473,MN16,2017-05-25,0.08332938818966795
918474,MN16,2017-05-26,0.1526438147880782
918475,MN16,2017-05-27,0.07442924356837476
918476,MN16,2017-05-28,6.7103258118095255
918477,MN16,2017-05-29,3.1804341432462024
918478,MN16,2017-05-30,2.148510719734986
918479,MN16,2017-05-31,0.0006972756871892472
918480,MN16,2017-06-01,0.001157610332591652
918481,MN16,2017-06-02,0.026563090926856603
918482,MN16,2017-06-03,1.3568070571068347
918483,MN16,2017-06-04,0.33250359585679234
918484,MN16,2017-06-05,0.03046669556638944
918485,MN16,2017-06-06,5.971209173364442e-10
918486,MN16,2017-06-07,4.474167123191819
918487,MN16,2017-06-08,2.4618079926597147
918488,MN16,2017-06-09,0.014488595923012326
918489,MN16,2017-06-10,0.4934049233185078
918490,MN16,2017-06-11,5.655423316852648
918491,MN16,2017-06-12,5.00629362184396e-06
918492,MN16,2017-06-13,0.00030098837172642945
918493,MN16,2017-06-14,0.7897272787715792
918494,MN16,2017-06-15,0.2383906528180546
918495,MN16,2017-06-16,1.5554525219840798
918496,MN16,2017-06-17,5.952204463710586
918497,MN16,2017-06-18,4.15414004635295
918498,MN16,2017-06-19,0.5744408724694949
918499,MN16,2017-06-20,1.762303531904763
918500,MN16,2017-06-21,0.13582149804847177
918501,MN16,2017-06-22,0.02405740966438051
918502,MN16,2017-06-23,1.142116315122621
918503,MN16,2017-06-24,4.101740540818355
918504,MN16,2017-06-25,9.755109334719236
918505,MN16,2017-06-26,0.4436943868313392
918506,MN16,2017-06-27,0.9598035518365577
918507,MN16,2017-06-28,18.693595484364778
918508,MN16,2017-06-29,1.0137339160110066
918509,MN16,2017-06-30,2.6016168291675967
918510,MN16,2017-07-01,3.0153752902606357
918511,MN16,2017-07-02,0.04425997488510802
918512,MN16,2017-07-03,0.03942471069606768
918513,MN16,2017-07-04,1.0333211262647524
918514,MN16,2017-07-05,4.646202084668261
918515,MN16,2017-07-06,3.753128791575411
918516,MN16,2017-07-07,0.35995604896754685
918517,MN16,2017-07-08,0.046181562574079515
918518,MN16,2017-07-09,3.8417079053942875
918519,MN16,2017-07-10,0.017444373145991676
918520,MN16,2017-07-11,0.20036412209378796
918521,MN16,2017-07-12,1.1699514828933388
918522,MN16,2017-07-13,0.9993831042720558
918523,MN16,2017-07-14,0.0002960649225780543
918524,MN16,2017-07-15,0.00898029330897998
918525,MN16,2017-07-16,6.802450399842619e-06
918526,MN16,2017-07-17,1.3854244215849576
918527,MN16,2017-07-18,7.227754343830384
918528,MN16,2017-07-19,8.150846679200185
918529,MN16,2017-07-20,5.08224776343269
918530,MN16,2017-07-21,6.878054171011172
918531,MN16,2017-07-22,2.0734045936166012
918532,MN16,2017-07-23,1.0001503753187535
918533,MN16,2017-07-24,0.0009007156770435287
918534,MN16,2017-07-25,0.17100826834592908
918535,MN16,2017-07-26,0.14437466901995516
