,siteId,SamplingInt,dateOnround,dateOffround,latitude,longitude,Modelled_RR,Modelled_global,Observed,Variable,Percent_Error_RR,Percent_Error_global,Precip_Percent_Error_RR,Precip_Percent_Error_global,Error_bin_RR,Error_bin_global,Below_90_glob,Below_90_RR
28096,UT01,521.0,2017-02-15,2017-02-22,41.6661,-111.8914,5.229751074586571,4.025327881520304,4.536440000000001,WetDep_SO4_mgm2,13.257056878971602,12.697403379887104,35.20061911853976,22.517412962853417,"(30, 40]","(20, 30]",Y,Y
28097,UT01,521.0,2017-02-15,2017-02-22,41.6661,-111.8914,27.255505791592686,11.720948649493598,11.245596,WetDep_NO3_mgm2,58.740094254758425,4.055581708517553,35.20061911853976,22.517412962853417,"(30, 40]","(20, 30]",Y,Y
28098,UT01,521.0,2017-02-15,2017-02-22,41.6661,-111.8914,5.022627127614576,2.2303475628074283,20.724368000000002,WetDep_NH4_mgm2,312.62007856519386,829.1990336211727,35.20061911853976,22.517412962853417,"(30, 40]","(20, 30]",Y,Y
28099,UT01,521.0,2017-02-15,2017-02-22,41.6661,-111.8914,36.84603105032315,30.814665479036478,23.876,Precipitation_mm,35.20061911853976,22.517412962853417,35.20061911853976,22.517412962853417,"(30, 40]","(20, 30]",Y,Y
28100,UT01,522.0,2017-02-22,2017-03-01,41.6661,-111.8914,7.796611892479655,2.850861977007782,25.359360000000002,WetDep_SO4_mgm2,225.26128464161178,789.5330677010458,242.92725685626286,93.84338926342966,"(240, 250]","(90, 100]",Y,Y
28101,UT01,522.0,2017-02-22,2017-03-01,41.6661,-111.8914,8.313538101684115,9.507053364086332,21.26488,WetDep_NO3_mgm2,155.78616155848576,123.67477267278015,242.92725685626286,93.84338926342966,"(240, 250]","(90, 100]",Y,Y
28102,UT01,522.0,2017-02-22,2017-03-01,41.6661,-111.8914,3.449602908937822,3.465340529690297,15.288260000000003,WetDep_NH4_mgm2,343.1889815604156,341.1762673542026,242.92725685626286,93.84338926342966,"(240, 250]","(90, 100]",Y,Y
28103,UT01,522.0,2017-02-22,2017-03-01,41.6661,-111.8914,9.6288642386453,17.03436992381846,33.02,Precipitation_mm,242.92725685626286,93.84338926342966,242.92725685626286,93.84338926342966,"(240, 250]","(90, 100]",Y,Y
28104,UT01,523.0,2017-03-08,2017-03-15,41.6661,-111.8914,1.4653153765567692,0.40542374436509837,0.2667,WetDep_SO4_mgm2,81.79914001675887,34.21697576750037,89.96081414845118,76.9763998407317,"(80, 90]","(70, 80]",Y,Y
28105,UT01,523.0,2017-03-08,2017-03-15,41.6661,-111.8914,2.5840267531187373,0.8196090622552471,1.59004,WetDep_NO3_mgm2,38.46658135095025,93.99980713058795,89.96081414845118,76.9763998407317,"(80, 90]","(70, 80]",Y,Y
28106,UT01,523.0,2017-03-08,2017-03-15,41.6661,-111.8914,1.0286537007196717,0.5557655332419105,2.3108920000000004,WetDep_NH4_mgm2,124.65208635163059,315.80340301422194,89.96081414845118,76.9763998407317,"(80, 90]","(70, 80]",Y,Y
28107,UT01,523.0,2017-03-08,2017-03-15,41.6661,-111.8914,5.060171287910031,2.2064316461624327,0.508,Precipitation_mm,89.96081414845118,76.9763998407317,89.96081414845118,76.9763998407317,"(80, 90]","(70, 80]",Y,Y
28108,UT01,524.0,2017-03-22,2017-03-29,41.6661,-111.8914,2.802624749024532,3.962785045276696,45.805344,WetDep_SO4_mgm2,1534.3730646046276,1055.8876768901732,255.78601819418842,91.02795920647799,"(250, 260]","(90, 100]",Y,Y
28109,UT01,524.0,2017-03-22,2017-03-29,41.6661,-111.8914,13.356378486800018,6.110984878283237,29.694886,WetDep_NO3_mgm2,122.32737736016671,385.9263537949091,255.78601819418842,91.02795920647799,"(250, 260]","(90, 100]",Y,Y
28110,UT01,524.0,2017-03-22,2017-03-29,41.6661,-111.8914,4.346919594785427,4.03492002651459,40.528748,WetDep_NH4_mgm2,832.3555938006851,904.4498461846638,255.78601819418842,91.02795920647799,"(250, 260]","(90, 100]",Y,Y
28111,UT01,524.0,2017-03-22,2017-03-29,41.6661,-111.8914,15.77746092578658,29.385227289857593,56.134,Precipitation_mm,255.78601819418842,91.02795920647799,255.78601819418842,91.02795920647799,"(250, 260]","(90, 100]",Y,Y
28112,UT01,525.0,2017-03-29,2017-04-05,41.6661,-111.8914,2.184772153016866,1.2420445562486329,2.8834079999999997,WetDep_SO4_mgm2,31.9775151847489,132.1501258142303,9.79827370590366,20.612936688535207,"(0, 10]","(20, 30]",Y,Y
28113,UT01,525.0,2017-03-29,2017-04-05,41.6661,-111.8914,7.990522609205297,6.025432935409524,8.851392,WetDep_NO3_mgm2,10.773630623395755,46.90051478265117,9.79827370590366,20.612936688535207,"(0, 10]","(20, 30]",Y,Y
28114,UT01,525.0,2017-03-29,2017-04-05,41.6661,-111.8914,3.4849771213350116,3.588829712315028,17.166336,WetDep_NH4_mgm2,392.5810242743857,378.32684680172804,9.79827370590366,20.612936688535207,"(0, 10]","(20, 30]",Y,Y
28115,UT01,525.0,2017-03-29,2017-04-05,41.6661,-111.8914,15.267999608903349,13.899006574469297,16.764,Precipitation_mm,9.79827370590366,20.612936688535207,9.79827370590366,20.612936688535207,"(0, 10]","(20, 30]",Y,Y
28116,UT01,526.0,2017-04-05,2017-04-12,41.6661,-111.8914,4.237395745420626,1.9438455425583847,18.516092,WetDep_SO4_mgm2,336.9686739788331,852.5495516289899,28.582871517061797,16.511805812790183,"(20, 30]","(10, 20]",Y,Y
28117,UT01,526.0,2017-04-05,2017-04-12,41.6661,-111.8914,8.488906041385219,5.0022413009139735,19.516090000000002,WetDep_NO3_mgm2,129.9011192355637,290.1469126736082,28.582871517061797,16.511805812790183,"(20, 30]","(10, 20]",Y,Y
28118,UT01,526.0,2017-04-05,2017-04-12,41.6661,-111.8914,2.5611782659539646,3.4412088643323067,15.096744000000003,WetDep_NH4_mgm2,489.44526434113345,338.7046702243458,28.582871517061797,16.511805812790183,"(20, 30]","(10, 20]",Y,Y
28119,UT01,526.0,2017-04-05,2017-04-12,41.6661,-111.8914,45.16843603941112,27.686464710564852,32.258,Precipitation_mm,28.582871517061797,16.511805812790183,28.582871517061797,16.511805812790183,"(20, 30]","(10, 20]",Y,Y
28120,UT01,527.0,2017-04-19,2017-04-26,41.6661,-111.8914,4.707357168024358,3.358360371712754,11.14425,WetDep_SO4_mgm2,136.74111825844642,231.83603802222285,8.078381186384979,143.53822660365233,"(0, 10]","(140, 150]",Y,Y
28121,UT01,527.0,2017-04-19,2017-04-26,41.6661,-111.8914,14.916587562797261,8.433498458956802,17.24025,WetDep_NO3_mgm2,15.577707886742626,104.42583921610826,8.078381186384979,143.53822660365233,"(0, 10]","(140, 150]",Y,Y
28122,UT01,527.0,2017-04-19,2017-04-26,41.6661,-111.8914,6.405512194405558,3.4424068184857846,28.194,WetDep_NH4_mgm2,340.1521555859976,719.0199905658369,8.078381186384979,143.53822660365233,"(0, 10]","(140, 150]",Y,Y
28123,UT01,527.0,2017-04-19,2017-04-26,41.6661,-111.8914,29.376827864627252,13.03696772485402,31.75,Precipitation_mm,8.078381186384979,143.53822660365233,8.078381186384979,143.53822660365233,"(0, 10]","(140, 150]",Y,Y
28124,UT01,528.0,2017-04-26,2017-05-03,41.6661,-111.8914,2.727888059189665,1.6629574415195416,2.70764,WetDep_SO4_mgm2,0.7422613666808444,62.820763321872555,40.138593973859486,44.75440072282001,"(40, 50]","(40, 50]",Y,Y
28125,UT01,528.0,2017-04-26,2017-05-03,41.6661,-111.8914,8.072370909217863,4.1165062421300025,5.6027320000000005,WetDep_NO3_mgm2,30.593724408745576,36.10405694662522,40.138593973859486,44.75440072282001,"(40, 50]","(40, 50]",Y,Y
28126,UT01,528.0,2017-04-26,2017-05-03,41.6661,-111.8914,3.895273984616532,2.3472915868828768,11.767819999999999,WetDep_NH4_mgm2,202.10506491903354,401.3360958545104,40.138593973859486,44.75440072282001,"(40, 50]","(40, 50]",Y,Y
28127,UT01,528.0,2017-04-26,2017-05-03,41.6661,-111.8914,17.396851646706015,7.194254508324782,10.414,Precipitation_mm,40.138593973859486,44.75440072282001,40.138593973859486,44.75440072282001,"(40, 50]","(40, 50]",Y,Y
28128,UT01,529.0,2017-05-10,2017-05-17,41.6661,-111.8914,0.7429984841318968,0.35830157332813917,6.564376,WetDep_SO4_mgm2,783.4978994162651,1732.0812657967942,20.607959933669257,106.73916134132409,"(20, 30]","(100, 110]",Y,Y
28129,UT01,529.0,2017-05-10,2017-05-17,41.6661,-111.8914,4.345351168738429,3.9509515221969327,10.291064,WetDep_NO3_mgm2,136.82928261440765,160.47052063745997,20.607959933669257,106.73916134132409,"(20, 30]","(100, 110]",Y,Y
28130,UT01,529.0,2017-05-10,2017-05-17,41.6661,-111.8914,1.144206842394874,0.9663202847273731,10.308844,WetDep_NH4_mgm2,800.9598280694728,966.8144054233968,20.607959933669257,106.73916134132409,"(20, 30]","(100, 110]",Y,Y
28131,UT01,529.0,2017-05-10,2017-05-17,41.6661,-111.8914,4.479038448979294,1.7200418038501584,3.556,Precipitation_mm,20.607959933669257,106.73916134132409,20.607959933669257,106.73916134132409,"(20, 30]","(100, 110]",Y,Y
28132,UT01,530.0,2017-05-17,2017-05-24,41.6661,-111.8914,1.7418088766126483,1.560297120256323,5.600700000000001,WetDep_SO4_mgm2,221.54503718524285,258.9508643763905,4.196043932186436,40.42351936688857,"(0, 10]","(40, 50]",Y,Y
28133,UT01,530.0,2017-05-17,2017-05-24,41.6661,-111.8914,6.254816458620572,7.8423964669938755,10.3124,WetDep_NO3_mgm2,64.87134463853288,31.495519812108135,4.196043932186436,40.42351936688857,"(0, 10]","(40, 50]",Y,Y
28134,UT01,530.0,2017-05-17,2017-05-24,41.6661,-111.8914,3.0158340287770353,3.6261694521600494,16.99768,WetDep_NH4_mgm2,463.61457022529873,368.7502948841721,4.196043932186436,40.42351936688857,"(0, 10]","(40, 50]",Y,Y
28135,UT01,530.0,2017-05-17,2017-05-24,41.6661,-111.8914,18.558732571977156,12.661696616181285,17.78,Precipitation_mm,4.196043932186436,40.42351936688857,4.196043932186436,40.42351936688857,"(0, 10]","(40, 50]",Y,Y
28136,UT01,531.0,2017-05-31,2017-06-07,41.6661,-111.8914,0.8503049481577353,0.5144931351336341,1.593596,WetDep_SO4_mgm2,87.41464499914694,209.74096468480195,178.48276744478687,252.07853118364633,"(170, 180]","(250, 260]",Y,Y
28137,UT01,531.0,2017-05-31,2017-06-07,41.6661,-111.8914,1.6013795936270936,3.560703419284571,2.999232,WetDep_NO3_mgm2,87.29050950417059,15.768553377506054,178.48276744478687,252.07853118364633,"(170, 180]","(250, 260]",Y,Y
28138,UT01,531.0,2017-05-31,2017-06-07,41.6661,-111.8914,0.3117889719995802,0.8077220534143135,1.898904,WetDep_NH4_mgm2,509.0350110274446,135.09374195902694,178.48276744478687,252.07853118364633,"(170, 180]","(250, 260]",Y,Y
28139,UT01,531.0,2017-05-31,2017-06-07,41.6661,-111.8914,0.18241703235756523,0.1442859916201548,0.508,Precipitation_mm,178.48276744478687,252.07853118364633,178.48276744478687,252.07853118364633,"(170, 180]","(250, 260]",Y,Y
28144,UT01,533.0,2017-07-05,2017-07-12,41.6661,-111.8914,2.2193349426424493,2.3772161635609423,4.216908,WetDep_SO4_mgm2,90.00773245065669,77.38849603324664,51.6268632495325,38.578446179245304,"(50, 60]","(30, 40]",Y,Y
28145,UT01,533.0,2017-07-05,2017-07-12,41.6661,-111.8914,3.5612741645483657,7.116114900465598,7.098792,WetDep_NO3_mgm2,99.33292613825637,0.24343199495645923,51.6268632495325,38.578446179245304,"(50, 60]","(30, 40]",Y,Y
28146,UT01,533.0,2017-07-05,2017-07-12,41.6661,-111.8914,0.9516016816995619,1.68377227297619,5.551932,WetDep_NH4_mgm2,483.4302425868186,229.73176296498553,51.6268632495325,38.578446179245304,"(50, 60]","(30, 40]",Y,Y
28147,UT01,533.0,2017-07-05,2017-07-12,41.6661,-111.8914,3.150508944378661,2.4812136867254435,1.524,Precipitation_mm,51.6268632495325,38.578446179245304,51.6268632495325,38.578446179245304,"(50, 60]","(30, 40]",Y,Y
28152,UT01,535.0,2017-08-09,2017-08-16,41.6661,-111.8914,3.1962962372799146,5.067333307800775,3.41376,WetDep_SO4_mgm2,6.8036172675017585,32.63202176291077,62.84311333483599,73.45368742345363,"(60, 70]","(70, 80]",Y,Y
28153,UT01,535.0,2017-08-09,2017-08-16,41.6661,-111.8914,9.581065250695948,16.113706003892393,7.878063999999999,WetDep_NO3_mgm2,17.774654551822895,51.1095461336021,62.84311333483599,73.45368742345363,"(60, 70]","(70, 80]",Y,Y
28154,UT01,535.0,2017-08-09,2017-08-16,41.6661,-111.8914,2.378309794767283,4.5794847228783695,9.261856,WetDep_NH4_mgm2,289.4301751764122,102.24668408061841,62.84311333483599,73.45368742345363,"(60, 70]","(70, 80]",Y,Y
28155,UT01,535.0,2017-08-09,2017-08-16,41.6661,-111.8914,5.4687036034832195,7.6545471019401345,2.032,Precipitation_mm,62.84311333483599,73.45368742345363,62.84311333483599,73.45368742345363,"(60, 70]","(70, 80]",Y,Y
28156,UT01,536.0,2017-08-30,2017-09-06,41.6661,-111.8914,0.820767453933135,3.345333157667791,1.560576,WetDep_SO4_mgm2,90.13619418285737,53.35065518293669,14.273362912824503,86.48765052346948,"(10, 20]","(80, 90]",Y,Y
28157,UT01,536.0,2017-08-30,2017-09-06,41.6661,-111.8914,3.0152972108168408,13.015064841484513,3.4015679999999997,WetDep_NO3_mgm2,12.810371985802307,73.86437915270491,14.273362912824503,86.48765052346948,"(10, 20]","(80, 90]",Y,Y
28158,UT01,536.0,2017-08-30,2017-09-06,41.6661,-111.8914,0.7867592525340298,4.253689618897648,4.011168,WetDep_NH4_mgm2,409.8342329093237,5.701441351531864,14.273362912824503,86.48765052346948,"(10, 20]","(80, 90]",Y,Y
28159,UT01,536.0,2017-08-30,2017-09-06,41.6661,-111.8914,2.3703251043589373,15.038095362537536,2.032,Precipitation_mm,14.273362912824503,86.48765052346948,14.273362912824503,86.48765052346948,"(10, 20]","(80, 90]",Y,Y
28160,UT01,537.0,2017-09-13,2017-09-20,41.6661,-111.8914,13.299693246704436,5.413915800664225,31.390843999999998,WetDep_SO4_mgm2,136.02682721857823,479.81773555009306,10.316626328261695,49.09538539543807,"(10, 20]","(40, 50]",Y,Y
28161,UT01,537.0,2017-09-13,2017-09-20,41.6661,-111.8914,36.94559459616053,12.706799425166171,47.163736,WetDep_NO3_mgm2,27.657266084171667,271.1692804923867,10.316626328261695,49.09538539543807,"(10, 20]","(40, 50]",Y,Y
28162,UT01,537.0,2017-09-13,2017-09-20,41.6661,-111.8914,9.981267699073898,6.034504786687524,40.997124,WetDep_NH4_mgm2,310.74065174911476,579.3784320205046,10.316626328261695,49.09538539543807,"(10, 20]","(40, 50]",Y,Y
28163,UT01,537.0,2017-09-13,2017-09-20,41.6661,-111.8914,34.55266983312111,20.784010127350427,30.988,Precipitation_mm,10.316626328261695,49.09538539543807,10.316626328261695,49.09538539543807,"(10, 20]","(40, 50]",Y,Y
28164,UT01,538.0,2017-09-20,2017-09-27,41.6661,-111.8914,14.490009927318683,7.806266115951187,3.19143,WetDep_SO4_mgm2,77.97496332985217,59.117073994202066,57.660146381543996,45.80712237156629,"(50, 60]","(40, 50]",Y,Y
28165,UT01,538.0,2017-09-20,2017-09-27,41.6661,-111.8914,37.54384449534076,14.228181993529432,5.722178,WetDep_NO3_mgm2,84.75867861451928,59.78278881587064,57.660146381543996,45.80712237156629,"(50, 60]","(40, 50]",Y,Y
28166,UT01,538.0,2017-09-20,2017-09-27,41.6661,-111.8914,13.273051712994933,7.90081570870363,13.247234,WetDep_NH4_mgm2,0.1945122610322965,67.66919376953312,57.660146381543996,45.80712237156629,"(50, 60]","(40, 50]",Y,Y
28167,UT01,538.0,2017-09-20,2017-09-27,41.6661,-111.8914,26.447894933483607,20.663231941248082,11.198,Precipitation_mm,57.660146381543996,45.80712237156629,57.660146381543996,45.80712237156629,"(50, 60]","(40, 50]",Y,Y
28168,UT01,539.0,2017-09-27,2017-10-04,41.6661,-111.8914,1.3241316420395615,1.14744395176632,1.892046,WetDep_SO4_mgm2,42.88956927920545,64.89223696612592,22.079993160760292,115.46128808469645,"(20, 30]","(110, 120]",Y,Y
28169,UT01,539.0,2017-09-27,2017-10-04,41.6661,-111.8914,5.644998019817399,6.6188275636193135,5.094986,WetDep_NO3_mgm2,9.743351864544861,23.022832200602693,22.079993160760292,115.46128808469645,"(20, 30]","(110, 120]",Y,Y
28170,UT01,539.0,2017-09-27,2017-10-04,41.6661,-111.8914,1.6710890696838476,2.0221359941846755,5.230368,WetDep_NH4_mgm2,212.99157506843912,158.6556005650294,22.079993160760292,115.46128808469645,"(20, 30]","(110, 120]",Y,Y
28171,UT01,539.0,2017-09-27,2017-10-04,41.6661,-111.8914,2.704783899890772,1.532525879406237,3.302,Precipitation_mm,22.079993160760292,115.46128808469645,22.079993160760292,115.46128808469645,"(20, 30]","(110, 120]",Y,Y
28172,UT01,540.0,2017-10-04,2017-10-11,41.6661,-111.8914,1.8190600347788644,0.24313390003958502,3.0586680000000004,WetDep_SO4_mgm2,68.14552249628363,1158.0179068003326,75.44757861498155,278.6122361218384,"(70, 80]","(270, 280]",Y,Y
28173,UT01,540.0,2017-10-04,2017-10-11,41.6661,-111.8914,6.733360444897881,2.8157567717053116,7.257287999999999,WetDep_NO3_mgm2,7.781070973248092,157.73845500173496,75.44757861498155,278.6122361218384,"(70, 80]","(270, 280]",Y,Y
28174,UT01,540.0,2017-10-04,2017-10-11,41.6661,-111.8914,2.305069637225774,0.4571880412326903,2.967228,WetDep_NH4_mgm2,28.726176080786658,549.0169760345505,75.44757861498155,278.6122361218384,"(70, 80]","(270, 280]",Y,Y
28175,UT01,540.0,2017-10-04,2017-10-11,41.6661,-111.8914,0.4343177637533565,0.20126132419946047,0.762,Precipitation_mm,75.44757861498155,278.6122361218384,75.44757861498155,278.6122361218384,"(70, 80]","(270, 280]",Y,Y
28176,UT01,541.0,2017-10-18,2017-10-25,41.6661,-111.8914,1.1657426025285726,0.6736281997584538,2.531872,WetDep_SO4_mgm2,117.18962612400048,275.85599903743133,40.179647901861934,47.15000858836342,"(40, 50]","(40, 50]",Y,Y
28177,UT01,541.0,2017-10-18,2017-10-25,41.6661,-111.8914,2.543965614825328,1.6540284870705908,2.766568,WetDep_NO3_mgm2,8.750212026350681,67.26241546781341,40.179647901861934,47.15000858836342,"(40, 50]","(40, 50]",Y,Y
28178,UT01,541.0,2017-10-18,2017-10-25,41.6661,-111.8914,0.9082959341705544,0.5876439525308945,2.588768,WetDep_NH4_mgm2,185.01371663234775,340.5334197434626,40.179647901861934,47.15000858836342,"(40, 50]","(40, 50]",Y,Y
28179,UT01,541.0,2017-10-18,2017-10-25,41.6661,-111.8914,1.698418622366523,1.9224222613143052,1.016,Precipitation_mm,40.179647901861934,47.15000858836342,40.179647901861934,47.15000858836342,"(40, 50]","(40, 50]",Y,Y
28180,UT01,542.0,2017-11-01,2017-11-08,41.6661,-111.8914,12.048299418154953,3.899151057496045,58.486802000000004,WetDep_SO4_mgm2,385.43615966141493,1399.9881035016638,39.56802730351223,293.22093079950037,"(30, 40]","(290, 300]",Y,Y
28181,UT01,542.0,2017-11-01,2017-11-08,41.6661,-111.8914,48.595718653808575,15.041750427245011,55.01386,WetDep_NO3_mgm2,13.2072156230751,265.7410769185068,39.56802730351223,293.22093079950037,"(30, 40]","(290, 300]",Y,Y
28182,UT01,542.0,2017-11-01,2017-11-08,41.6661,-111.8914,7.071979742730075,3.609125523879605,40.507412,WetDep_NH4_mgm2,472.7874438786568,1022.3608525662147,39.56802730351223,293.22093079950037,"(30, 40]","(290, 300]",Y,Y
28183,UT01,542.0,2017-11-01,2017-11-08,41.6661,-111.8914,22.020802753888734,7.815962374513319,30.734,Precipitation_mm,39.56802730351223,293.22093079950037,39.56802730351223,293.22093079950037,"(30, 40]","(290, 300]",Y,Y
28184,UT01,543.0,2017-11-08,2017-11-15,41.6661,-111.8914,1.146144146583171,0.46128552500451137,1.02108,WetDep_SO4_mgm2,10.911729293039286,121.35530916345442,73.17996729699225,51.96913960776983,"(70, 80]","(50, 60]",Y,Y
28185,UT01,543.0,2017-11-08,2017-11-15,41.6661,-111.8914,8.214887342247735,1.7260570515844478,2.703576,WetDep_NO3_mgm2,67.08931130319975,56.63306131846748,73.17996729699225,51.96913960776983,"(70, 80]","(50, 60]",Y,Y
28186,UT01,543.0,2017-11-08,2017-11-15,41.6661,-111.8914,1.5393769938441826,0.3923731517370135,3.983736,WetDep_NH4_mgm2,158.7888487310496,915.292708577085,73.17996729699225,51.96913960776983,"(70, 80]","(50, 60]",Y,Y
28187,UT01,543.0,2017-11-08,2017-11-15,41.6661,-111.8914,3.7882131287858556,2.1153066834596115,1.016,Precipitation_mm,73.17996729699225,51.96913960776983,73.17996729699225,51.96913960776983,"(70, 80]","(50, 60]",Y,Y
28188,UT01,544.0,2017-11-15,2017-11-22,41.6661,-111.8914,6.80359489947936,3.0947861762070197,139.72870200000003,WetDep_SO4_mgm2,1953.7481149956868,4414.971117366565,141.4430056934682,112.25003412457232,"(140, 150]","(110, 120]",Y,Y
28189,UT01,544.0,2017-11-15,2017-11-22,41.6661,-111.8914,15.088602534009572,4.872292475591485,18.879058,WetDep_NO3_mgm2,25.12131562513345,287.47792942598596,141.4430056934682,112.25003412457232,"(140, 150]","(110, 120]",Y,Y
28190,UT01,544.0,2017-11-15,2017-11-22,41.6661,-111.8914,4.557910781676142,1.8694017081728755,22.311614000000002,WetDep_NH4_mgm2,389.5140573987947,1093.5162946762807,141.4430056934682,112.25003412457232,"(140, 150]","(110, 120]",Y,Y
28191,UT01,544.0,2017-11-15,2017-11-22,41.6661,-111.8914,24.51178895409231,27.883152171963992,59.182,Precipitation_mm,141.4430056934682,112.25003412457232,141.4430056934682,112.25003412457232,"(140, 150]","(110, 120]",Y,Y
28192,UT01,545.0,2017-11-22,2017-11-29,41.6661,-111.8914,0.8970496240568321,0.9956868748271074,3.6322,WetDep_SO4_mgm2,304.90513596936574,264.793399594697,69.76519513885357,40.836450045178495,"(60, 70]","(40, 50]",Y,Y
28193,UT01,545.0,2017-11-22,2017-11-29,41.6661,-111.8914,6.0710457807462355,4.441783799588539,6.007099999999999,WetDep_NO3_mgm2,1.053291031819167,35.24071118806957,69.76519513885357,40.836450045178495,"(60, 70]","(40, 50]",Y,Y
28194,UT01,545.0,2017-11-22,2017-11-29,41.6661,-111.8914,0.6200597991599857,0.9040464714575293,4.3083480000000005,WetDep_NH4_mgm2,594.8278223869139,376.5626697324486,69.76519513885357,40.836450045178495,"(60, 70]","(40, 50]",Y,Y
28195,UT01,545.0,2017-11-22,2017-11-29,41.6661,-111.8914,3.2916052053128375,3.9677228432039024,5.588,Precipitation_mm,69.76519513885357,40.836450045178495,69.76519513885357,40.836450045178495,"(60, 70]","(40, 50]",Y,Y
28196,UT01,546.0,2017-11-29,2017-12-06,41.6661,-111.8914,3.067189898345237,0.5735015789081209,0.70866,WetDep_SO4_mgm2,76.89546381258214,23.567227373498195,42.02813384815287,14.131710001766026,"(40, 50]","(10, 20]",Y,Y
28197,UT01,546.0,2017-11-29,2017-12-06,41.6661,-111.8914,9.83337063338585,2.654399040022751,3.33375,WetDep_NO3_mgm2,66.09758622662517,25.59339985187104,42.02813384815287,14.131710001766026,"(40, 50]","(10, 20]",Y,Y
28198,UT01,546.0,2017-11-29,2017-12-06,41.6661,-111.8914,2.0246142085552994,0.7349134838283576,1.524,WetDep_NH4_mgm2,24.726400044012426,107.37134826552415,42.02813384815287,14.131710001766026,"(40, 50]","(10, 20]",Y,Y
28199,UT01,546.0,2017-11-29,2017-12-06,41.6661,-111.8914,6.572153447709228,4.437027918080538,3.81,Precipitation_mm,42.02813384815287,14.131710001766026,42.02813384815287,14.131710001766026,"(40, 50]","(10, 20]",Y,Y
28200,UT01,547.0,2017-12-13,2017-12-20,41.6661,-111.8914,0.747470621714015,0.47593414244608023,1.7556479999999999,WetDep_SO4_mgm2,134.8785288676827,268.88465092602627,38.86864853686539,19.822075136772852,"(30, 40]","(10, 20]",Y,Y
28201,UT01,547.0,2017-12-13,2017-12-20,41.6661,-111.8914,5.876883003679001,1.8281172128100383,13.642848,WetDep_NO3_mgm2,132.14428450352693,646.2786250466559,38.86864853686539,19.822075136772852,"(30, 40]","(10, 20]",Y,Y
28202,UT01,547.0,2017-12-13,2017-12-20,41.6661,-111.8914,1.279582886656279,0.3660779017441241,5.687568000000001,WetDep_NH4_mgm2,344.4860945946515,1453.6496392987456,38.86864853686539,19.822075136772852,"(30, 40]","(10, 20]",Y,Y
28203,UT01,547.0,2017-12-13,2017-12-20,41.6661,-111.8914,9.971969953381787,7.603090265056078,6.096,Precipitation_mm,38.86864853686539,19.822075136772852,38.86864853686539,19.822075136772852,"(30, 40]","(10, 20]",Y,Y
28204,UT01,548.0,2017-12-20,2017-12-27,41.6661,-111.8914,3.0245752912958466,1.1287933775707992,7.448803999999999,WetDep_SO4_mgm2,146.27603159479094,559.8908310420878,15.900683135821051,76.99412071639657,"(10, 20]","(70, 80]",Y,Y
28205,UT01,548.0,2017-12-20,2017-12-27,41.6661,-111.8914,7.421491615396472,3.8624468100441343,10.062972,WetDep_NO3_mgm2,35.592311107966054,160.5336071899205,15.900683135821051,76.99412071639657,"(10, 20]","(70, 80]",Y,Y
28206,UT01,548.0,2017-12-20,2017-12-27,41.6661,-111.8914,1.019961542227674,0.8550121873934734,6.724396,WetDep_NH4_mgm2,559.279367074312,686.4678538091362,15.900683135821051,76.99412071639657,"(10, 20]","(70, 80]",Y,Y
28207,UT01,548.0,2017-12-20,2017-12-27,41.6661,-111.8914,13.58749540893156,8.89747068222313,15.748,Precipitation_mm,15.900683135821051,76.99412071639657,15.900683135821051,76.99412071639657,"(10, 20]","(70, 80]",Y,Y
28208,UT09,438.0,2017-01-04,2017-01-11,38.4584,-109.821,4.593817142016596,2.399671124692202,0.7315200000000001,WetDep_SO4_mgm2,84.07598784659336,69.51582271117131,1.0057318066479868,52.41929384749935,"(0, 10]","(50, 60]",Y,Y
28209,UT09,438.0,2017-01-04,2017-01-11,38.4584,-109.821,7.438651038887967,7.457420775434237,3.20802,WetDep_NO3_mgm2,56.87363228589388,56.982177932514475,1.0057318066479868,52.41929384749935,"(0, 10]","(50, 60]",Y,Y
28210,UT09,438.0,2017-01-04,2017-01-11,38.4584,-109.821,1.0550046164806148,1.2560157216780174,0.51054,WetDep_NH4_mgm2,51.60779469353337,59.35241962433986,1.0057318066479868,52.41929384749935,"(0, 10]","(50, 60]",Y,Y
28211,UT09,438.0,2017-01-04,2017-01-11,38.4584,-109.821,7.544126322045486,16.014894725557838,7.62,Precipitation_mm,1.0057318066479868,52.41929384749935,1.0057318066479868,52.41929384749935,"(0, 10]","(50, 60]",Y,Y
28212,UT09,439.0,2017-01-11,2017-01-18,38.4584,-109.821,3.6155894621424354,4.548943539172467,2.24028,WetDep_SO4_mgm2,38.0383192434544,50.7516419865799,24.743742198793793,52.2331768248008,"(20, 30]","(50, 60]",Y,Y
28213,UT09,439.0,2017-01-11,2017-01-18,38.4584,-109.821,8.116844762772823,10.885673224593017,5.42544,WetDep_NO3_mgm2,33.15826335766218,50.1598120018632,24.743742198793793,52.2331768248008,"(20, 30]","(50, 60]",Y,Y
28214,UT09,439.0,2017-01-11,2017-01-18,38.4584,-109.821,1.0063192571332626,1.2634080388666205,1.3335,WetDep_NH4_mgm2,32.51261868910157,5.547848278396078,24.743742198793793,52.2331768248008,"(20, 30]","(50, 60]",Y,Y
