,Variable,Year,Month,Modelled,Observed,Yr-Mon,Mod_SE,Obs_SE,Perc_Difference_abs,Diff_factor
876,WetDep_NO3_mgm2,2013,9,57.78792675593311,38.968458355932206,2013-09-01,17.97362033853015,15.405390657074697,57.11359111969346,0.6743356362396459
877,WetDep_NO3_mgm2,2013,10,41.948043221227174,26.93116559276018,2013-10-01,17.97362033853015,15.405390657074697,41.30603078096316,0.642012440264009
878,WetDep_NO3_mgm2,2013,11,37.99778898147808,28.925753372469636,2013-11-01,17.97362033853015,15.405390657074697,37.23654065235637,0.7612483291217133
879,WetDep_NO3_mgm2,2013,12,53.17235654906934,42.80436367364017,2013-12-01,17.97362033853015,15.405390657074697,52.36734495184704,0.8050115972223044
880,WetDep_NO3_mgm2,2014,1,37.7558604382363,31.733300995145633,2014-01-01,17.97362033853015,15.405390657074697,36.91537367335228,0.8404867648840161
881,WetDep_NO3_mgm2,2014,2,53.24899963086945,43.0878305154185,2014-02-01,17.97362033853015,15.405390657074697,52.43982329302066,0.8091763378487898
882,WetDep_NO3_mgm2,2014,3,38.707917942547134,32.75580030638298,2014-03-01,17.97362033853015,15.405390657074697,37.86168797081367,0.8462299717334659
883,WetDep_NO3_mgm2,2014,4,70.8539156734246,64.47453380168777,2014-04-01,17.97362033853015,15.405390657074697,69.94395137309066,0.9099643003339396
884,WetDep_NO3_mgm2,2014,5,54.28343797210277,49.958220887931034,2014-05-01,17.97362033853015,15.405390657074697,53.363116364735056,0.9203216073677106
885,WetDep_NO3_mgm2,2014,6,75.07701017714768,63.73462878199052,2014-06-01,17.97362033853015,15.405390657074697,74.2280868032466,0.8489233739010879
886,WetDep_NO3_mgm2,2014,7,100.93717030244204,59.07281594713657,2014-07-01,17.97362033853015,15.405390657074697,100.3519268706108,0.5852434318312506
887,WetDep_NO3_mgm2,2014,8,74.30143035515536,39.5055050745614,2014-08-01,17.97362033853015,15.405390657074697,73.76973796530865,0.5316923898467095
888,WetDep_NO3_mgm2,2014,9,56.580910814593366,33.01955352155173,2014-09-01,17.97362033853015,15.405390657074697,55.997329655397266,0.5835811591961032
889,WetDep_NO3_mgm2,2014,10,52.02592483990522,36.18476932911393,2014-10-01,17.97362033853015,15.405390657074697,51.33041064308004,0.6955141968251812
890,WetDep_NO3_mgm2,2014,11,38.065428306965046,28.440225663793104,2014-11-01,17.97362033853015,15.405390657074697,37.31828774061053,0.7471405663545164
891,WetDep_NO3_mgm2,2014,12,52.60800740026096,37.329899648535566,2014-12-01,17.97362033853015,15.405390657074697,51.89842151223224,0.7095858880287185
892,WetDep_NO3_mgm2,2015,1,31.00686579656477,26.127669569565217,2015-01-01,17.97362033853015,15.405390657074697,30.164224371888437,0.8426414246763336
893,WetDep_NO3_mgm2,2015,2,41.678409727651164,36.99877433613445,2015-02-01,17.97362033853015,15.405390657074697,40.79068933289752,0.8877203947536403
894,WetDep_NO3_mgm2,2015,3,40.333381761222626,33.84622802966102,2015-03-01,17.97362033853015,15.405390657074697,39.494220090375535,0.8391616708470875
895,WetDep_NO3_mgm2,2015,4,68.47467016638285,57.8541387375,2015-04-01,17.97362033853015,15.405390657074697,67.62977177407335,0.8448983923094978
896,WetDep_NO3_mgm2,2015,5,55.35598183682395,44.57348240851064,2015-05-01,17.97362033853015,15.405390657074697,54.550766556930576,0.8052152798933725
897,WetDep_NO3_mgm2,2015,6,80.06158073898548,64.27367395299146,2015-06-01,17.97362033853015,15.405390657074697,79.25877777956686,0.8028029594186341
898,WetDep_NO3_mgm2,2015,7,100.07135490807472,63.03796433478261,2015-07-01,17.97362033853015,15.405390657074697,99.44142475081155,0.6299301572631759
899,WetDep_NO3_mgm2,2015,8,73.13267994948927,37.79998900462963,2015-08-01,17.97362033853015,15.405390657074697,72.61581130703371,0.5168686424555622
900,WetDep_NO3_mgm2,2015,9,46.64728764933429,29.70640555066079,2015-09-01,17.97362033853015,15.405390657074697,46.01045736299534,0.6368302863389472
901,WetDep_NO3_mgm2,2015,10,32.68686025290002,22.520055870833335,2015-10-01,17.97362033853015,15.405390657074697,31.99789668476914,0.6889635681308769
902,WetDep_NO3_mgm2,2015,11,34.78920040601354,24.417113860655736,2015-11-01,17.97362033853015,15.405390657074697,34.08734139299538,0.7018590130181629
903,WetDep_NO3_mgm2,2015,12,57.933603198672046,34.4748522605042,2015-12-01,17.97362033853015,15.405390657074697,57.33852796845929,0.5950752302127555
904,WetDep_NO3_mgm2,2016,1,32.5644130732067,24.805463423236514,2016-01-01,17.97362033853015,15.405390657074697,31.80267775903192,0.7617353141747829
905,WetDep_NO3_mgm2,2016,2,40.28358686987428,29.701782568376068,2016-02-01,17.97362033853015,15.405390657074697,39.54626964277829,0.7373172270959883
906,WetDep_NO3_mgm2,2016,3,56.00901034114292,44.76734186919831,2016-03-01,17.97362033853015,15.405390657074697,55.20972212668373,0.7992882144591879
907,WetDep_NO3_mgm2,2016,4,55.85559146849291,42.54677441322314,2016-04-01,17.97362033853015,15.405390657074697,55.09386335328312,0.7617281152097901
908,WetDep_NO3_mgm2,2016,5,68.74851841966797,53.04729603333333,2016-05-01,17.97362033853015,15.405390657074697,67.9769047579813,0.7716136616866678
909,WetDep_NO3_mgm2,2016,6,71.70780870824456,53.03260029613734,2016-06-01,17.97362033853015,15.405390657074697,70.96824350256509,0.739565205679475
910,WetDep_NO3_mgm2,2016,7,76.69155266290088,48.95076157407407,2016-07-01,17.97362033853015,15.405390657074697,76.05327165444042,0.6382810084604499
911,WetDep_NO3_mgm2,2016,8,85.42734775835568,54.305349226666664,2016-08-01,17.97362033853015,15.405390657074697,84.79165730732731,0.6356904510283715
912,WetDep_NO3_mgm2,2016,9,48.6077741580903,28.57247475982533,2016-09-01,17.97362033853015,15.405390657074697,48.0199571832398,0.5878169748505078
913,WetDep_NO3_mgm2,2016,10,38.404215378835254,26.54591594520548,2016-10-01,17.97362033853015,15.405390657074697,37.71299136388415,0.6912240149511051
